Kanton;Datum und Vorlage;Stimmberechtigte;Abgegebene Stimmen;Beteiligung in %;Gültige Stimmzettel;Ja;Nein;Ja in %
Schweiz;26.11.2000 Rentenalter ab 62 für Frau und Mann;4681043;1952766;41.7;1924757;885772;1038985;46.0
Schweiz;26.11.2000 Flexibilisierung der AHV;4681043;1950308;41.7;1916131;756337;1159794;39.5
Schweiz;24.09.2000 Konstruktives Referendum;4676482;2095513;44.8;1984806;676776;1308030;34.1
Schweiz;24.09.2000 Regelung der Zuwanderung;4676482;2117053;45.3;2084850;754626;1330224;36.2
Schweiz;24.09.2000 Umweltabgabe;4676482;2099325;44.9;2017747;898050;1119697;44.5
Schweiz;24.09.2000 Förderabgabe;4676482;2090548;44.7;2037256;922481;1055977;46.6
Schweiz;24.09.2000 Solarinitiative;4676482;2090548;44.7;2037256;636848;1364751;31.8
Schweiz;21.05.2000 Bilaterale Abkommen mit der EU;4664482;2253284;48.3;2228073;1497093;730980;67.2
Schweiz;12.03.2000 Verkehrshalbierungs-Initiative;4659124;1974530;42.4;1948123;415605;1532518;21.3
Schweiz;12.03.2000 Menschenwürdige Fortpflanzung;4659124;1966168;42.2;1911167;539795;1371372;28.2
Schweiz;12.03.2000 Quoten-Initiative;4659124;1965541;42.2;1927173;346314;1580859;18.0
Schweiz;12.03.2000 Beschleunigungs-Initiative;4659124;1961705;42.1;1909954;573038;1336916;30.0
Schweiz;12.03.2000 Justizreform;4659124;1953228;41.9;1864462;1610107;254355;86.4
Schweiz;13.06.1999 Mutterschaftsversicherung;4646362;2134884;45.9;2109282;822458;1286824;39.0
Schweiz;13.06.1999 Invalidenversicherung;4646362;2120659;45.6;2049783;620797;1428986;30.3
Schweiz;13.06.1999 Verschreibung von Heroin;4646362;2125369;45.7;2073312;1128393;944919;54.4
Schweiz;13.06.1999 Massnahmen Asyl- und Ausländerbereich;4646362;2119712;45.6;2043892;1447984;595908;70.8
Schweiz;13.06.1999 Asylgesetz;4646362;2117964;45.6;2044526;1443137;601389;70.6
Schweiz;18.04.1999 Neue Bundesverfassung;4642854;1666869;35.9;1638468;969310;669158;59.2
Schweiz;07.02.1999 Raumplanungsgesetz;4641615;1762026;38.0;1702612;952482;750130;55.9
Schweiz;07.02.1999 Wohneigentums-Initiative;4641615;1771969;38.2;1746742;721717;1025025;41.3
Schweiz;07.02.1999 Transplantationsmedizin;4641615;1762875;38.0;1711188;1501925;209263;87.8
Schweiz;07.02.1999 Wählbarkeit in den Bundesrat;4641615;1764453;38.0;1723592;1287081;436511;74.7
Schweiz;29.11.1998 Arbeitsgesetz;4638920;1767694;38.1;1692989;1072978;620011;63.4
Schweiz;29.11.1998 Vernünftige Drogenpolitik;4638920;1779697;38.4;1743521;453451;1290070;26.0
Schweiz;29.11.1998 Getreideartikel;4638920;1763920;38.0;1660058;1318585;341473;79.4
Schweiz;29.11.1998 Finanzierung öffentlicher Verkehr (FinöV);4638920;1777023;38.3;1739008;1104294;634714;63.5
Schweiz;27.09.1998 10. AHV-Revision ohne Erhöhung Rentenalter;4636259;2394024;51.6;2348105;973966;1374139;41.5
Schweiz;27.09.1998 Kleinbauern-Initiative;4636259;2391658;51.6;2329460;535436;1794024;23.0
Schweiz;27.09.1998 Leistungsabhängige Schwerverkehrsabgabe (LSVA);4636259;2402260;51.8;2370105;1355735;1014370;57.2
Schweiz;07.06.1998 S.o.S.-Initiative;4629496;1897624;41.0;1834144;451089;1383055;24.6
Schweiz;07.06.1998 Gen-Schutz-Initiative;4629496;1913034;41.3;1877266;624964;1252302;33.3
Schweiz;07.06.1998 Haushaltsziel 2001;4629496;1894433;40.9;1810815;1280329;530486;70.7
Schweiz;28.09.1997 Jugend ohne Drogen;4620084;1886054;40.8;1859773;545713;1314060;29.3
Schweiz;28.09.1997 Finanzierung der Arbeitslosenversicherung;4620084;1876622;40.6;1832818;901361;931457;49.2
Schweiz;08.06.1997 Aufhebung Pulverregal;4614662;1626896;35.3;1543211;1268162;275049;82.2
Schweiz;08.06.1997 Kriegsmaterial-Initiative;4614662;1636833;35.5;1605033;361164;1243869;22.5
Schweiz;08.06.1997 EU-Beitrittsverhandlungen vors Volk;4614662;1635564;35.4;1606160;416720;1189440;25.9
Schweiz;01.12.1996 Arbeitsgesetz;4612266;2154933;46.7;2116835;697874;1418961;33.0
Schweiz;01.12.1996 Gegen die illegale Einwanderung;4612266;2156106;46.7;2121168;982867;1138301;46.3
Schweiz;09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz;4602577;1442422;31.3;1382620;544630;837990;39.4
Schweiz;09.06.1996 Landwirtschaftsartikel;4602577;1445966;31.4;1400408;1086534;313874;77.6
Schweiz;10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze;4599427;1425049;31.0;1374011;741219;632792;53.9
Schweiz;10.03.1996 Übernahme von Branntwein und Brennapparaten;4599427;1422265;30.9;1349998;1090783;259215;80.8
Schweiz;10.03.1996 Persönliche militärische Ausrüstung;4599427;1426568;31.0;1376700;601613;775087;43.7
Schweiz;10.03.1996 Übertritt Vellerat zum Kanton Jura;4599427;1425539;31.0;1364833;1250728;114105;91.6
Schweiz;10.03.1996 Sprachenartikel;4599427;1427282;31.0;1381205;1052052;329153;76.2
Schweiz;25.06.1995 Erwerb von Grundstücken durch Ausländer;4591795;1852627;40.3;1797375;834673;962702;46.4
Schweiz;25.06.1995 Ausbau von AHV und IV;4591795;1852720;40.3;1806568;499266;1307302;27.6
Schweiz;25.06.1995 10. AHV-Revision;4591795;1856163;40.4;1828402;1110053;718349;60.7
Schweiz;12.03.1995 Ausgabenbremse;4583930;1735266;37.9;1668056;1390831;277225;83.4
Schweiz;12.03.1995 Landwirtschaftsgesetz;4583930;1738353;37.9;1696671;569950;1126721;33.6
Schweiz;12.03.1995 Milchwirtschaftsbeschluss;4583930;1738955;37.9;1699352;620745;1078607;36.5
Schweiz;12.03.1995 Landwirtschaftsartikel;4583930;1738895;37.9;1702322;836215;866107;49.1
Schweiz;04.12.1994 Zwangsmassnahmen im Ausländerrecht;4580035;2016575;44.0;1968337;1435040;533297;72.9
Schweiz;04.12.1994 Für eine gesunde Krankenversicherung;4580035;2014250;44.0;1964851;460674;1504177;23.4
Schweiz;04.12.1994 Krankenversicherungsgesetz;4580035;2014475;44.0;1971535;1021175;950360;51.8
Schweiz;25.09.1994 Antirassismusgesetz;4576512;2100739;45.9;2072637;1132662;939975;54.6
Schweiz;25.09.1994 Aufhebung Brotgetreideverbilligung;4576512;2082706;45.5;1995076;1288697;706379;64.6
Schweiz;12.06.1994 UNO-Blauhelme;4572713;2138973;46.8;2103362;899626;1203736;42.8
Schweiz;12.06.1994 Erleichterte Einbürgerung für junge Ausländer;4572713;2137944;46.8;2108615;1114158;994457;52.8
Schweiz;12.06.1994 Kulturförderungsartikel;4572713;2131789;46.6;2077213;1059025;1018188;51.0
Schweiz;20.02.1994 Luftfahrtgesetz;4567573;1856045;40.6;1771559;1081844;689715;61.1
Schweiz;20.02.1994 Alpen-Initiative;4567573;1865111;40.8;1838853;954491;884362;51.9
Schweiz;20.02.1994 Einführung leistungsabhängige Schwerverkehrsabgabe;4567573;1861208;40.7;1819541;1221630;597911;67.1
Schweiz;20.02.1994 Weiterführung Schwerverkehrsabgabe;4567573;1862531;40.8;1833464;1324242;509222;72.2
Schweiz;20.02.1994 Weiterführung Autobahnvignette;4567573;1863398;40.8;1839486;1259609;579877;68.5
Schweiz;28.11.1993 Verminderung Tabakprobleme;4565751;2077305;45.5;2043318;521433;1521885;25.5
Schweiz;28.11.1993 Verminderung Alkoholprobleme;4565751;2076808;45.5;2043219;516054;1527165;25.3
Schweiz;28.11.1993 Besondere Verbrauchssteuern;4565751;2072208;45.4;1998398;1212002;786396;60.6
Schweiz;28.11.1993 Mehrwertsteuer-% für AHV;4565751;2072283;45.4;2011254;1258782;752472;62.6
Schweiz;28.11.1993 Mehrwertsteuer Satz 6,5%;4565751;2071952;45.4;2016326;1163887;852439;57.7
Schweiz;28.11.1993 Einführung Mehrwertsteuer;4565751;2073194;45.4;2021431;1347400;674031;66.7
Schweiz;26.09.1993 Massnahmen in der Arbeitslosenversicherung;4553754;1809748;39.7;1740182;1225069;515113;70.4
Schweiz;26.09.1993 Befristete Massnahmen in der Krankenversicherung;4553754;1811582;39.8;1758211;1416209;342002;80.5
Schweiz;26.09.1993 1. August-Initiative;4553754;1816428;39.9;1781407;1492285;289122;83.8
Schweiz;26.09.1993 Kantonswechsel Laufental zu Basel-Landschaft;4553754;1798547;39.5;1581834;1188941;392893;75.2
Schweiz;26.09.1993 Waffenmissbrauch;4553754;1814663;39.8;1784808;1539782;245026;86.3
Schweiz;06.06.1993 Schweiz ohne neue Kampfflugzeuge;4559258;2534220;55.6;2510405;1074661;1435744;42.8
Schweiz;06.06.1993 40 Waffenplätze sind genug;4559258;2534004;55.6;2515705;1124893;1390812;44.7
Schweiz;07.03.1993 Abschaffung der Tierversuche;4551493;2331753;51.2;2286091;634758;1651333;27.8
Schweiz;07.03.1993 Aufhebung Spielbankenverbot;4551493;2332502;51.2;2298452;1665454;632998;72.5
Schweiz;07.03.1993 Erhöhung Treibstoffzoll;4551493;2333833;51.3;2310440;1259373;1051067;54.5
Schweiz;06.12.1992 EWR-Beitritt;4546571;3580094;78.7;3549580;1762872;1786708;49.7
Schweiz;27.09.1992 Bäuerliches Bodenrecht;4533617;2069711;45.7;1975408;1058317;917091;53.6
Schweiz;27.09.1992 Stempelabgaben;4533617;2070537;45.7;2001930;1230579;771351;61.5
Schweiz;27.09.1992 Infrastrukturgesetz;4533617;2061749;45.5;1930081;590484;1339597;30.6
Schweiz;27.09.1992 Entschädigungsgesetz;4533617;2065103;45.6;1967722;542768;1424954;27.6
Schweiz;27.09.1992 Geschätsverkehrsgesetz;4533617;2058710;45.4;1891317;1097185;794132;58.0
Schweiz;27.09.1992 Alpentransit-Beschluss (NEAT);4533617;2080785;45.9;2052962;1305914;747048;63.6
Schweiz;17.05.1992 Reform Sexualstrafrecht;4519144;1768752;39.1;1717327;1255604;461723;73.1
Schweiz;17.05.1992 Zivildienst für Dienstverweigerer;4519144;1772139;39.2;1747704;1442263;305441;82.5
Schweiz;17.05.1992 Fortpflanzungs- und Gentechnologie;4519144;1770487;39.2;1721687;1271052;450635;73.8
Schweiz;17.05.1992 Gewässerschutz-Initiative;4519144;1771722;39.2;1738070;644083;1093987;37.1
Schweiz;17.05.1992 Gewässerschutzgesetz;4519144;1771843;39.2;1742946;1151706;591240;66.1
Schweiz;17.05.1992 Mitwirkung an den Institutionen von Bretton Woods;4519144;1753278;38.8;1648183;929926;718257;56.4
Schweiz;17.05.1992 Beitritt zu den Institutionen von Bretton Woods;4519144;1753457;38.8;1654238;923685;730553;55.8
Schweiz;16.02.1992 Weg vom Tierversuch;4515485;2009400;44.5;1982134;864898;1117236;43.6
Schweiz;16.02.1992 Krankenkasseninitiative;4515485;2004983;44.4;1968545;772995;1195550;39.3
Schweiz;02.06.1991 Militärstrafgesetz;4499041;1499196;33.3;1468116;817458;650658;55.7
Schweiz;02.06.1991 Neuordnung Bundesfinanzen (Einführung Mehrwertsteuer);4499041;1496841;33.3;1455306;664318;790988;45.6
Schweiz;03.03.1991 Förderung öffentlicher Verkehr;4350879;1359014;31.2;1337094;496600;840494;37.1
Schweiz;03.03.1991 Stimmrecht für 18-jährige;4350879;1361213;31.3;1349072;981425;367647;72.7
Schweiz;23.09.1990 Strassenverkehrsgesetz;4345490;1751210;40.3;1702691;898958;803733;52.8
Schweiz;23.09.1990 Energieartikel;4345490;1752962;40.3;1708786;1214940;493846;71.1
Schweiz;23.09.1990 Moratorium Atomkraftwerkbau;4345490;1757127;40.4;1735306;946087;789219;54.5
Schweiz;23.09.1990 Ausstieg Atomenergie;4345490;1756278;40.4;1732049;816300;915749;47.1
Schweiz;01.04.1990 Organisation der Bundesrechtspflege;4327120;1762581;40.7;1638423;775885;862538;47.4
Schweiz;01.04.1990 Rebbaubeschluss;4327120;1766240;40.8;1652816;771207;881609;46.7
Schweiz;01.04.1990 Freie Aarelandschaft Biel-Solothurn;4327120;1776633;41.1;1739696;592237;1147459;34.0
Schweiz;01.04.1990 Autobahnfreies Kononauer Amt;4327120;1779697;41.1;1745060;547359;1197701;31.4
Schweiz;01.04.1990 Autobahnfreie Landschaft Murten-Yverdon;4327120;1778172;41.1;1747004;571648;1175356;32.7
Schweiz;01.04.1990 Begrenzung des Strassenbaus;4327120;1779499;41.1;1755812;500615;1255197;28.5
Schweiz;26.11.1989 Pro Tempo 130/100;4320933;2987966;69.2;2962979;1126458;1836521;38.0
Schweiz;26.11.1989 Schweiz ohne Armee;4320933;2989326;69.2;2956918;1052442;1904476;35.6
Schweiz;04.06.1989 Kleinbauern-Initiative;4302785;1547257;36.0;1515465;741772;773693;48.9
Schweiz;04.12.1988 Begrenzung der Einwanderung;4285419;2264316;52.8;2238421;731929;1506492;32.7
Schweiz;04.12.1988 Herabsetzung Arbeitszeit;4285419;2265390;52.9;2244800;769264;1475536;34.3
Schweiz;04.12.1988 Gegen die Bodenspekulation;4285419;2263924;52.8;2230103;686398;1543705;30.8
Schweiz;12.06.1988 Herabsetzung AHV-Rentenalter;4267923;1793431;42.0;1777930;624390;1153540;35.1
Schweiz;12.06.1988 Koordinierte Verkehrspolitik;4267923;1788125;41.9;1753255;797955;955300;45.5
Schweiz;06.12.1987 Rothenthurm-Initiative;4250684;2026330;47.7;1997003;1153448;843555;57.8
Schweiz;06.12.1987 Krankenversicherungsgesetz;4250684;2026041;47.7;1989678;571447;1418231;28.7
Schweiz;06.12.1987 Bahn 2000;4250684;2027274;47.7;2001750;1140857;860893;57.0
Schweiz;05.04.1987 Initiativen mit Gegenentwurf;4223723;1785014;42.3;1708657;1080992;627665;63.3
Schweiz;05.04.1987 Rüstungsreferendum;4223723;1791628;42.4;1760846;714209;1046637;40.6
Schweiz;05.04.1987 Ausländergesetz;4223723;1783988;42.2;1707487;1122027;585460;65.7
Schweiz;05.04.1987 Asylgesetz;4223723;1790092;42.4;1752412;1180082;572330;67.3
Schweiz;07.12.1986 Besteuerung Schwerverkehr;4210819;1462909;34.7;1434542;485930;948612;33.9
Schweiz;07.12.1986 Mieterschutz;4210819;1461588;34.7;1432711;922221;510490;64.4
Schweiz;28.09.1986 Zuckerbeschluss;4203197;1466799;34.9;1435505;547779;887726;38.2
Schweiz;28.09.1986 Berufsbildung und Umschulung;4203197;1463399;34.8;1423997;261759;1162238;18.4
Schweiz;28.09.1986 Gegenentwurf zur Kulturinitiative;4203197;1460318;34.7;1394571;548081;670195;45.0
Schweiz;28.09.1986 Kulturinitiative;4203197;1460318;34.7;1394571;232326;1048679;18.1
Schweiz;16.03.1986 UNO-Beitritt;4181276;2120130;50.7;2102863;511713;1591150;24.3
Schweiz;01.12.1985 Abschaffung der Vivisektion;4167376;1582278;38.0;1558480;459358;1099122;29.5
Schweiz;22.09.1985 Neues Eherecht;4160547;1709875;41.1;1684362;921743;762619;54.7
Schweiz;22.09.1985 Innovationsrisikogarantie;4160547;1700216;40.9;1612795;695288;917507;43.1
Schweiz;22.09.1985 Koordination Schuljahresbeginn;4160547;1705700;41.0;1672922;984463;688459;58.8
Schweiz;09.06.1985 Selbstversorgung mit Brotgetreide;4144312;1463634;35.3;1379907;787156;592751;57.0
Schweiz;09.06.1985 Neuverteilung Alkoholabgabe;4144312;1460771;35.2;1358453;982318;376135;72.3
Schweiz;09.06.1985 Kantonsanteil Stempelabgaben;4144312;1460694;35.2;1357905;903345;454560;66.5
Schweiz;09.06.1985 Recht auf Leben;4144312;1480472;35.7;1447093;448016;999077;31.0
Schweiz;10.03.1985 Verlängerung bezahlte Ferien;4134052;1430370;34.6;1408680;489995;918685;34.8
Schweiz;10.03.1985 Ausbildungsbeiträge;4134052;1422205;34.4;1368571;651854;716717;47.6
Schweiz;10.03.1985 Beiträge Gesundheitswesen;4134052;1422147;34.4;1371430;726781;644649;53.0
Schweiz;10.03.1985 Beiträge Primarschulunterricht;4134052;1421438;34.4;1373103;802882;570221;58.5
Schweiz;02.12.1984 Hilfe für Opfer von Gewaltverbrechen;4123190;1551262;37.6;1512255;1241377;270878;82.1
Schweiz;02.12.1984 Radio- und Fernsehartikel;4123190;1547742;37.5;1457424;1001888;455536;68.7
Schweiz;02.12.1984 Mutterschutz-Initiative;4123190;1552010;37.6;1530416;241442;1288974;15.8
Schweiz;23.09.1984 Umweltgerechte Energieversorgung;4114658;1712397;41.6;1690683;773767;916916;45.8
Schweiz;23.09.1984 Zukunft ohne neue Atomkraftwerke;4114658;1713477;41.6;1694037;762792;931245;45.0
Schweiz;20.05.1984 Gegen den Ausverkauf der Heimat;4097762;1740736;42.5;1712951;837997;874954;48.9
Schweiz;20.05.1984 Banken-Initiative;4097762;1742351;42.5;1723601;464637;1258964;27.0
Schweiz;26.02.1984 Zivildienst-Initiative;4087215;2156780;52.8;2132895;771413;1361482;36.2
Schweiz;26.02.1984 Einführung Autobahnvignette;4087215;2157456;52.8;2137548;1132497;1005051;53.0
Schweiz;26.02.1984 Erhebung Schwerverkehrsabgae;4087215;2156592;52.8;2137245;1254489;882756;58.7
Schweiz;04.12.1983 Erleichterung Einbürgerungen;4073941;1461270;35.9;1437922;644669;793253;44.8
Schweiz;04.12.1983 Bürgerrechtsregelung;4073941;1459793;35.8;1435538;872981;562557;60.8
Schweiz;27.02.1983 Energieartikel;4034694;1306593;32.4;1275532;649485;626047;50.9
Schweiz;27.02.1983 Neuregelung Treibstoffzölle;4034694;1307873;32.4;1289005;679134;609871;52.7
Schweiz;28.11.1982 Gegenentwurf zur Preisüberwachungs-Initiative;4022995;1324471;32.9;1302194;281132;851006;24.8
Schweiz;28.11.1982 Preisüberwachungs-Initiative;4022995;1324471;32.9;1302194;730938;530523;57.9
Schweiz;06.06.1982 Ausländergesetz;3999674;1406966;35.2;1370672;680404;690268;49.6
Schweiz;06.06.1982 Strafgesetzbuch;3999674;1407028;35.2;1382671;880880;501791;63.7
Schweiz;29.11.1981 Weiterführung Finanzordnung;3976769;1207049;30.4;1186835;818327;368508;69.0
Schweiz;14.06.1981 Konsumentenschutzartikel;3958455;1341560;33.9;1309006;858012;450994;65.5
Schweiz;14.06.1981 Gleichstellung von Mann und Frau;3958455;1343601;33.9;1323587;797702;525885;60.3
Schweiz;05.04.1981 Neue Ausländerpolitik;3947890;1574500;39.9;1556684;252531;1304153;16.2
Schweiz;30.11.1980 Brotgetreideordnung;3935792;1649769;41.9;1594016;1012812;581204;63.5
Schweiz;30.11.1980 Alkoholeinnahmen;3935792;1648859;41.9;1587227;1127595;459632;71.0
Schweiz;30.11.1980 Kantonsanteil Stempelabgaben;3935792;1647982;41.9;1574755;1059760;514995;67.3
Schweiz;30.11.1980 Gurten- und Schutzhelmobligatorium;3935792;1655324;42.1;1633109;841901;791208;51.6
Schweiz;02.03.1980 Neuordnung Landesversorgung;3907773;1346756;34.5;1298016;1117007;181009;86.1
Schweiz;02.03.1980 Trennung Kirche und Staat;3907773;1354703;34.7;1334050;281475;1052575;21.1
Schweiz;20.05.1979 Atomgesetz;3876719;1459155;37.6;1427056;982634;444422;68.9
Schweiz;20.05.1979 Umsatz- und direkte Bundessteuer;3876719;1459922;37.7;1436415;496882;939533;34.6
Schweiz;18.02.1979 Volksrechte und Atomsicherheit;3867603;1917562;49.6;1886407;920480;965927;48.8
Schweiz;18.02.1979 Gegen Suchtmittelreklame;3867603;1916545;49.6;1888601;773485;1115116;41.0
Schweiz;18.02.1979 Fuss- und Wanderwege;3867603;1916529;49.6;1891415;1467357;424058;77.6
Schweiz;18.02.1979 Stimmrecht für 18-Jährige;3867603;1917722;49.6;1898822;934073;964749;49.2
Schweiz;03.12.1978 Berufsbildungsgesetz;3857162;1664912;43.2;1610125;902379;707746;56.0
Schweiz;03.12.1978 Sicherheitspolizei;3857162;1669239;43.3;1644031;723719;920312;44.0
Schweiz;03.12.1978 Tierschutzgesetz;3857162;1668916;43.3;1639297;1339252;300045;81.7
Schweiz;03.12.1978 Milchwirtschaftsbeschluss;3857162;1664404;43.2;1594991;1092586;502405;68.5
Schweiz;24.09.1978 Gründung des Kantons Jura;3848961;1618463;42.0;1591714;1309841;281873;82.3
Schweiz;28.05.1978 12 autofreie Sonntage;3835650;1884357;49.1;1869366;678162;1191204;36.3
Schweiz;28.05.1978 Hochschulförderung;3835650;1875881;48.9;1829478;792458;1037020;43.3
Schweiz;28.05.1978 Schwangerschaftsabbruch;3835650;1874512;48.9;1792252;559103;1233149;31.2
Schweiz;28.05.1978 Zolltarifgesetz;3835650;1867991;48.7;1773075;971908;801167;54.8
Schweiz;28.05.1978 Zeitgesetz;3835650;1879954;49.0;1850238;886376;963862;47.9
Schweiz;26.02.1978 Konjunkturartikel;3821750;1834367;48.0;1714764;1172130;542634;68.4
Schweiz;26.02.1978 Herabsetzung AHV-Alter;3821750;1847239;48.3;1828237;377017;1451220;20.6
Schweiz;26.02.1978 9. AHV-Revision;3821750;1846139;48.3;1817710;1192144;625566;65.6
Schweiz;26.02.1978 Mitbestimmung im Nationalstrassenbau;3821750;1842057;48.2;1800793;696501;1104292;38.7
Schweiz;04.12.1977 Ausgleich des Bundeshaushaltes;3816824;1456666;38.2;1392391;869266;523125;62.4
Schweiz;04.12.1977 Ziviler Ersatzdienst;3816824;1461173;38.3;1419601;533733;885868;37.6
Schweiz;04.12.1977 Politische Rechte;3816824;1454520;38.1;1362824;809862;552962;59.4
Schweiz;04.12.1977 Reichtumssteuer-Initiative;3816824;1461486;38.3;1438132;637994;800138;44.4
Schweiz;25.09.1977 Fristenlösungs-Initiative;3811426;1979163;51.9;1924255;929325;994930;48.3
Schweiz;25.09.1977 Unterschriftenzahl für Initiativen;3811426;1968023;51.6;1883645;1068157;815488;56.7
Schweiz;25.09.1977 Unterschriftenzahl für Referenden;3811426;1967555;51.6;1894047;1095631;798416;57.8
Schweiz;25.09.1977 Albatrosinitiative;3811426;1969501;51.7;1898210;740842;1157368;39.0
Schweiz;25.09.1977 Gegenentwurf zur Mieterschutzinitiative;3811426;1966181;51.6;1886434;777604;944806;45.1
Schweiz;25.09.1977 Mieterschutzinitiative;3811426;1966181;51.6;1886434;796825;1043798;43.3
Schweiz;12.06.1977 Steuerharmonisierung;3795796;1894655;49.9;1848724;1133652;715072;61.3
Schweiz;12.06.1977 Umsatz- und direkte Bundessteuer;3795796;1898268;50.0;1877874;760830;1117044;40.5
Schweiz;13.03.1977 Neuordnung Staatsvertragsreferendum (Gegenentwurf);3785693;1701901;45.0;1604447;978999;502825;66.1
Schweiz;13.03.1977 Neuordnung Staatsvertragsreferendum (Initiative);3785693;1701901;45.0;1604447;351127;1158376;23.3
Schweiz;13.03.1977 Beschränkung der Einbürgerungen;3785693;1711973;45.2;1685055;568867;1116188;33.8
Schweiz;13.03.1977 IV. Ueberfremdungsinitiative;3785693;1711055;45.2;1678724;495904;1182820;29.5
Schweiz;05.12.1976 40-Stunden-Woche;3772466;1703499;45.2;1686050;370228;1315822;22.0
Schweiz;05.12.1976 Preisüberwachung;3772466;1699618;45.1;1665155;1365788;299367;82.0
Schweiz;05.12.1976 Geld- und Kreditpolitik;3772466;1691511;44.8;1575666;1108413;467253;70.3
Schweiz;26.09.1976 Haftpflichtversicherung für Motorfahrzeuge und Fahrräder;3766161;1263198;33.5;1241300;301587;939713;24.3
Schweiz;26.09.1976 Radio- und Fernsehartikel;3766161;1261980;33.5;1227367;531328;696039;43.3
Schweiz;13.06.1976 Neukonzeption Arbeitslosenversicherung;3756474;1296974;34.5;1268761;866211;402550;68.3
Schweiz;13.06.1976 IDA-Darlehen;3756474;1296862;34.5;1264852;550865;713987;43.6
Schweiz;13.06.1976 Raumplanungsgesetz;3756474;1298665;34.6;1280367;626134;654233;48.9
Schweiz;21.03.1976 Steuerinitiative;3750162;1474085;39.3;1418883;599053;819830;42.2
Schweiz;21.03.1976 Gegenentwurf zur Mitbestimmungsinitiative;3750162;1479405;39.4;1457959;431690;974695;30.7
Schweiz;21.03.1976 Mitbestimmung der Arbeitnehmer;3750162;1479405;39.4;1457959;472094;966140;32.8
Schweiz;07.12.1975 Ein-/Ausfuhr Landwirtschaftsprodukte;3737823;1161817;31.1;1128637;587148;541489;52.0
Schweiz;07.12.1975 Wasserwirtschaft;3737823;1156219;30.9;1107763;858720;249043;77.5
Schweiz;07.12.1975 Niederlassungsfreiheit und Unterstützungsregelung;3737823;1155136;30.9;1113728;842165;271563;75.6
Schweiz;08.06.1975 Erschwerung Ausgabenbeschlüsse;3719992;1369259;36.8;1344826;1021315;323511;75.9
Schweiz;08.06.1975 Erhöhung Steuereinnahmen;3719992;1369699;36.8;1346683;753642;593041;56.0
Schweiz;08.06.1975 Generalzolltarif;3719992;1368532;36.8;1340939;646687;694252;48.2
Schweiz;08.06.1975 Finanzierung der Nationalstrassen;3719992;1369318;36.8;1349293;721313;627980;53.5
Schweiz;08.06.1975 Schutz der Währung;3719992;1369819;36.8;1348557;1153338;195219;85.5
Schweiz;02.03.1975 Konjunkturartikel;3717238;1054929;28.4;1028589;542745;485844;52.8
Schweiz;08.12.1974 Soziale Krankenversicherung (Gegenentwurf);3706105;1472162;39.7;1438337;457923;883179;34.1
Schweiz;08.12.1974 Soziale Krankenversicherung (Initiative);3706105;1472162;39.7;1438337;384155;1010103;27.6
Schweiz;08.12.1974 Erschwerung Ausgabenbeschlüsse;3706105;1465234;39.5;1394869;934633;460236;67.0
Schweiz;08.12.1974 Verbesserung Bundeshaushalt;3706105;1466781;39.6;1409674;625780;783894;44.4
Schweiz;20.10.1974 Gegen die Überfremdung;3702498;2604051;70.3;2570523;878891;1691632;34.2
Schweiz;02.12.1973 Tierschutzartikel;3665107;1282410;35.0;1240594;1041504;199090;84.0
Schweiz;02.12.1973 Steuerwirksame Abschreibungen;3665107;1280985;35.0;1226748;834792;391956;68.0
Schweiz;02.12.1973 Stabilisierung des Baumarktes;3665107;1283243;35.0;1252505;881662;370843;70.4
Schweiz;02.12.1973 Massnahmen im Kreditwesen;3665107;1282565;35.0;1244352;810307;434045;65.1
Schweiz;02.12.1973 Preisüberwachung;3665107;1283799;35.0;1257016;751173;505843;59.8
Schweiz;20.05.1973 Jesuiten- und Klosterartikel;3642756;1467494;40.3;1440000;791076;648924;54.9
Schweiz;04.03.1973 Forschungsartikel;3633517;999497;27.5;957485;617628;339857;64.5
Schweiz;04.03.1973 Bildungsartikel;3633517;999302;27.5;961842;507414;454428;52.8
Schweiz;03.12.1972 Abkommen mit der EWG;3628891;1920153;52.9;1854459;1344994;509465;72.5
Schweiz;03.12.1972 Einführung Volkspension (Gegenentwurf);3628891;1921226;52.9;1884775;1393797;418018;76.9
Schweiz;03.12.1972 Einführung Volkspension (Initiative);3628891;1921226;52.9;1884775;294511;1481488;16.6
Schweiz;24.09.1972 Waffenausfuhrverbot;3620937;1198239;33.1;1177879;585046;592833;49.7
Schweiz;04.06.1972 Schutz der Währung;3604099;963187;26.7;922138;808974;113164;87.7
Schweiz;04.06.1972 Stabilisierung des Baumarktes;3604099;963855;26.7;929621;774794;154827;83.3
Schweiz;05.03.1972 Mieterschutz;3600759;1285714;35.7;1238117;1057322;180795;85.4
Schweiz;05.03.1972 Gegenentwurf zur Wohnungsbau-Initiative;3600759;1285893;35.7;1244492;727629;432872;62.7
Schweiz;05.03.1972 Förderung des Wohnungsbaues;3600759;1285893;35.7;1244492;360262;835315;30.1
Schweiz;06.06.1971 Weiterführung der Finanzordnung;3565435;1346363;37.8;1279580;930878;348702;72.7
Schweiz;06.06.1971 Umweltschutz;3565435;1349608;37.9;1319290;1222931;96359;92.7
Schweiz;07.02.1971 Frauenstimmrecht;1654708;955321;57.7;944991;621109;323882;65.7
