Kanton;Datum und Vorlage;Stimmberechtigte;Abgegebene Stimmen;Beteiligung in %;Gültige Stimmzettel;Ja;Nein;Ja in %
Valais / Wallis;25.10.1903 Bundesstrafrecht, Anstiftung Militärpflichtiger zu Verbrechen;29062;11928;41.0;11751;2222;9529;18.9
Valais / Wallis;15.03.1903 Zolltarifgesetz;29335;21314;72.7;21204;13439;7765;63.4
Valais / Wallis;23.11.1902 Unterstützung der Primarschule;27808;12028;43.3;11925;8434;3491;70.7
Valais / Wallis;04.11.1900 Volkswahl Bundesrat;28292;14587;51.6;14296;8557;5739;59.9
Valais / Wallis;04.11.1900 Proporzwahl des Nationalrates;28292;14587;51.6;14401;11236;3165;78.0
Valais / Wallis;20.05.1900 Kranken-, Unfall- und Militärversicherung;28727;15922;55.4;15837;1527;14310;9.6
Valais / Wallis;13.11.1898 Strafrechtseinheit;28058;14173;50.5;13921;4583;9338;32.9
Valais / Wallis;13.11.1898 Zivilrechtseinheit;28058;14183;50.5;13979;4535;9444;32.4
Valais / Wallis;20.02.1898 Schweiz. Bundesbahnen;28384;22987;81.0;22887;5150;17737;22.5
Valais / Wallis;11.07.1897 Lebensmittelpolizei;28204;8369;29.7;8284;2510;5774;30.3
Valais / Wallis;11.07.1897 Wasserbau- und Forstpolizei;28204;8365;29.7;8285;2789;5496;33.7
Valais / Wallis;28.02.1897 Schweizerische Bundesbank;28134;17971;63.9;17907;1247;16660;7.0
Valais / Wallis;04.10.1896 Disciplinarstrafordnung der Armee;28454;15662;55.0;15550;270;15280;1.7
Valais / Wallis;04.10.1896 Eisenbahnenrechnungsgesetz;28454;15662;55.0;15566;968;14598;6.2
Valais / Wallis;04.10.1896 Viehhandelsgesetz;28454;15662;55.0;15553;1340;14213;8.6
Valais / Wallis;03.11.1895 Militärartikel;27897;18527;66.4;18440;2032;16408;11.0
Valais / Wallis;29.09.1895 Zündhölzchenmonopol;27793;11721;42.2;11694;241;11453;2.1
Valais / Wallis;03.02.1895 Gesandtschaftsgesetz;27808;11636;41.8;11606;1877;9729;16.2
Valais / Wallis;04.11.1894 Zollinitiative;27949;21503;76.9;21384;15943;5441;74.6
Valais / Wallis;03.06.1894 Recht auf Arbeit;27820;12872;46.3;12829;780;12049;6.1
Valais / Wallis;04.03.1894 Vorschriften für das Gewerbe;27617;10605;38.4;10531;3563;6968;33.8
Valais / Wallis;20.08.1893 Schächtverbot;27718;12531;45.2;12501;395;12106;3.2
Valais / Wallis;06.12.1891 Rückkauf der Centralbahn;27414;...;...;16555;767;15788;4.6
Valais / Wallis;18.10.1891 Zolltarifgesetz;...;14636;...;14389;5074;9315;35.3
Valais / Wallis;18.10.1891 Banknotenmonopol;...;14677;...;14607;2277;12330;15.6
Valais / Wallis;05.07.1891 Einführung der Volksinitiative;27414;13095;47.8;13056;11477;1579;87.9
Valais / Wallis;15.03.1891 Pensionsgesetz;27714;20319;73.3;20208;2252;17956;11.1
Valais / Wallis;26.10.1890 Unfall- und Krankenversicherung;27403;13845;50.5;13691;6157;7534;45.0
Valais / Wallis;17.11.1889 Schuldbetreibung und Konkurs;27628;20151;72.9;20040;2247;17793;11.2
Valais / Wallis;10.07.1887 Erfindungsschutz;27164;6994;25.7;6962;5935;1027;85.2
Valais / Wallis;15.05.1887 Alkoholmonopol;27000;13556;50.2;13556;12109;1447;89.3
Valais / Wallis;25.10.1885 Alkoholregelung;...;13618;...;13618;12955;663;95.1
Valais / Wallis;11.05.1884 Gesandtschaft in Washington;26360;17487;66.3;17297;1003;16294;5.8
Valais / Wallis;11.05.1884 Bundesstrafrecht (Stabio Artikel);26360;17487;66.3;17337;1412;15925;8.1
Valais / Wallis;11.05.1884 Patenttaxen der Handelsreisenden;26360;17487;66.3;17326;1368;15958;7.9
Valais / Wallis;11.05.1884 Organisation des Justiz- und Polizeidepartements;26360;17487;66.3;17408;1202;16206;6.9
Valais / Wallis;26.11.1882 Schulsekretär;...;...;...;22931;2855;20076;12.5
Valais / Wallis;30.07.1882 Epidemiengesetz;...;...;...;14604;874;13730;6.0
Valais / Wallis;30.07.1882 Erfindungsschutz;...;...;...;14096;2991;11105;21.2
Valais / Wallis;31.10.1880 Banknotenmonopol;...;...;...;13876;601;13275;4.3
Valais / Wallis;18.05.1879 Wiedereinführung der Todesstrafe;25928;...;...;12833;10085;2748;78.6
Valais / Wallis;19.01.1879 Subvention der Alpenbahnen;26083;...;...;12772;8847;3925;69.3
Valais / Wallis;21.10.1877 Politische Rechte;...;...;...;12132;1418;10714;11.7
Valais / Wallis;21.10.1877 Militärpflichtersatz;...;...;...;12249;2119;10130;17.3
Valais / Wallis;21.10.1877 Fabrikgesetz;...;...;...;12151;3873;8278;31.9
Valais / Wallis;09.07.1876 Militärpflichtersatzsteuer;...;...;...;11127;1377;9750;12.4
Valais / Wallis;23.04.1876 Banknotengesetz;...;...;...;8145;3272;4873;40.2
Valais / Wallis;23.05.1875 Politisches Stimmrecht;...;...;...;17044;2112;14932;12.4
Valais / Wallis;23.05.1875 Zivilstand und Ehe;...;...;...;17249;1920;15329;11.1
Valais / Wallis;19.04.1874 Totalrevision;...;...;...;22926;3558;19368;15.5
Valais / Wallis;12.05.1872 Totalrevision;...;...;...;22499;3005;19494;13.4
Valais / Wallis;14.01.1866 Lotterie und Hasardspiele;...;...;...;13784;2055;11729;14.9
Valais / Wallis;14.01.1866 Schutz des geistigen Eigentums;...;...;...;13637;1813;11824;13.3
Valais / Wallis;14.01.1866 Ausschliessung Strafarten;...;...;...;13672;2003;11669;14.7
Valais / Wallis;14.01.1866 Glaubens- und Kultusfreiheit;...;...;...;13712;5036;8676;36.7
Valais / Wallis;14.01.1866 Stimmrecht in kantonalen Angelegenheiten;...;...;...;13580;5277;8303;38.9
Valais / Wallis;14.01.1866 Zivilrechtliche Verhältnisse der Niedergelassenen;...;...;...;13642;1791;11851;13.1
Valais / Wallis;14.01.1866 Stimmrecht in Gemeindeangelegenheiten;...;...;...;13607;2165;11442;15.9
Valais / Wallis;14.01.1866 Gleichstellung der Juden;...;...;...;13675;5182;8493;37.9
Valais / Wallis;14.01.1866 Mass und Gewicht;...;...;...;13604;6554;7050;48.2
Neuchâtel;24.09.2017 Reform der Altersvorsorge;112444;51778;46.0;50629;26240;24389;51.8
Neuchâtel;24.09.2017 Zusatzfinanzierung der AHV;112444;51872;46.1;50857;28341;22516;55.7
Neuchâtel;24.09.2017 Ernährungssicherheit;112444;51598;45.9;50341;44332;6009;88.1
Neuchâtel;21.05.2017 Energiegesetz;112089;43408;38.7;42979;29921;13058;69.6
Neuchâtel;12.02.2017 Unternehmenssteuerreform III;112040;58157;51.9;54788;23985;30803;43.8
Neuchâtel;12.02.2017 Fonds für die Nationalstrassen und den Agglomerationsverkehr;112040;58015;51.8;56366;43362;13004;76.9
Neuchâtel;12.02.2017 Erleichterte Einbürgerung der dritten Ausländergeneration;112040;58756;52.4;58311;43814;14497;75.1
Neuchâtel;27.11.2016 Atomausstiegsinitiative;112006;50680;45.2;50296;28559;21737;56.8
Neuchâtel;25.09.2016 Nachrichtendienstgesetz;111910;48452;43.3;46970;31057;15913;66.1
Neuchâtel;25.09.2016 Initiative «AHVplus: für eine starke AHV»;111910;48716;43.5;47939;25889;22050;54.0
Neuchâtel;25.09.2016 Initiative «Grüne Wirtschaft»;111910;48288;43.1;47111;20753;26358;44.1
Neuchâtel;05.06.2016 Asylgesetz;111678;55894;50.0;54049;39473;14576;73.0
Neuchâtel;05.06.2016 Fortpflanzungsmedizingesetz;111678;55870;50.0;53599;39813;13786;74.3
Neuchâtel;05.06.2016 Initiative «Für eine faire Verkehrsfinanzierung»;111678;55804;50.0;53990;16084;37906;29.8
Neuchâtel;05.06.2016 Initiative «Für ein bedingungsloses Grundeinkommen»;111678;56157;50.3;55360;17274;38086;31.2
Neuchâtel;05.06.2016 Initiative «Pro Service public»;111678;55929;50.1;54035;22227;31808;41.1
Neuchâtel;28.02.2016 Sanierung Gotthard-Strassentunnel;111504;63327;56.8;61769;31263;30506;50.6
Neuchâtel;28.02.2016 Initiative gegen die Spekulation mit Nahrungsmitteln;111504;63531;57.0;60342;27544;32798;45.6
Neuchâtel;28.02.2016 Durchsetzungsinitiative;111504;64316;57.7;63595;22070;41525;34.7
Neuchâtel;28.02.2016 Initiative gegen die Heiratsstrafe;111504;64027;57.4;62055;32218;29837;51.9
Neuchâtel;14.06.2015 Radio- und Fernsehengesetz (Radio- und Fernsehgehabgabe);111236;43255;38.9;42462;25462;17000;60.0
Neuchâtel;14.06.2015 Initiative «Millionen-Erbschaften besteuern»;111236;43222;38.9;42549;14479;28070;34.0
Neuchâtel;14.06.2015 Stipendieninitiative;111236;43173;38.8;42092;17747;24345;42.2
Neuchâtel;14.06.2015 Fortpflanzungsmedizin und Gentechnologie im Humanbereich;111236;43197;38.8;42108;31673;10435;75.2
Neuchâtel;08.03.2015 Initiative «Energie- statt Mehrwertsteuer»;111080;45838;41.3;45413;2679;42734;5.9
Neuchâtel;08.03.2015 Initiative «Steuerfreie Kinderzulagen»;111080;45813;41.2;45353;12841;32512;28.3
Neuchâtel;30.11.2014 Gold-Initiative;110888;48603;43.8;47119;9424;37695;20.0
Neuchâtel;30.11.2014 Initiative «Stopp der Überbevölkerung (ECOPOP)»;110888;48729;43.9;48191;10495;37696;21.8
Neuchâtel;30.11.2014 Initiative zur Abschaffung der Pauschalbesteuerung;110888;48723;43.9;47903;18902;29001;39.5
Neuchâtel;28.09.2014 Initiative «Für eine öffentliche Krankenkasse»;111006;56535;50.9;55943;33759;22184;60.3
Neuchâtel;28.09.2014 Initiative «Schluss mit der MwSt-Diskriminierung des Gastgewerbes!»;111006;56140;50.6;54356;16499;37857;30.4
Neuchâtel;18.05.2014 Beschaffung des Kampfflugzeugs Gripen;110691;62598;56.6;61490;19009;42481;30.9
Neuchâtel;18.05.2014 Mindestlohn-Initiative;110691;62618;56.6;61310;19549;41761;31.9
Neuchâtel;18.05.2014 Initiative «Pädophile sollen nicht mehr mit Kindern arbeiten dürfen»;110691;62362;56.3;60784;42557;18227;70.0
Neuchâtel;18.05.2014 Medizinische Grundversorgung;110691;62311;56.3;60069;56293;3776;93.7
Neuchâtel;09.02.2014 Initiative «Gegen Masseneinwanderung»;110629;61272;55.4;60403;23735;36668;39.3
Neuchâtel;09.02.2014 Initiative «Abtreibungsfinanzierung ist Privatsache»;110629;61091;55.2;60250;9733;50517;16.2
Neuchâtel;09.02.2014 Finanzierung und Ausbau der Eisenbahninfrastruktur;110629;61000;55.1;59276;40724;18552;68.7
Neuchâtel;24.11.2013 Nationalstrassenabgabegesetz (NSAG);110457;62797;56.9;62064;30653;31411;49.4
Neuchâtel;24.11.2013 Familieninitiative;110457;62756;56.8;61475;22782;38693;37.1
Neuchâtel;24.11.2013 Initiative «1:12 - für gerechte Löhne»;110457;62515;56.6;61264;27251;34013;44.5
Neuchâtel;22.09.2013 Liberalisierung der Öffnungszeiten von Tankstellenshops;110398;47254;42.8;46443;21705;24738;46.7
Neuchâtel;22.09.2013 Epidemiengesetz;110398;47188;42.7;45510;30497;15013;67.0
Neuchâtel;22.09.2013 Aufhebung der Wehrpflicht;110398;47376;42.9;46769;17578;29191;37.6
Neuchâtel;09.06.2013 Asylgesetz;110428;41587;37.7;40786;28601;12185;70.1
Neuchâtel;09.06.2013 «Volkswahl des Bundesrates»;110428;41685;37.7;41364;7938;33426;19.2
Neuchâtel;03.03.2013 Raumplanungsgesetz;110240;46235;41.9;44993;30446;14547;67.7
Neuchâtel;03.03.2013 Initiative «gegen die Abzockerei»;110240;46732;42.4;46045;33109;12936;71.9
Neuchâtel;03.03.2013 Familienpolitik;110240;46470;42.2;45442;31741;13701;69.8
Neuchâtel;25.11.2012 Tierseuchengesetz;110051;32228;29.3;30792;22913;7879;74.4
Neuchâtel;23.09.2012 «Schutz vor Passivrauchen»;110064;61531;55.9;60505;21552;38953;35.6
Neuchâtel;23.09.2012 «Sicheres Wohnen im Alter»;110064;61563;55.9;58489;28175;30314;48.2
Neuchâtel;23.09.2012 Jugendmusikförderung;110064;61835;56.2;59793;45405;14388;75.9
Neuchâtel;17.06.2012 Krankenversicherungsgesetz (Managed Care);109967;39312;35.7;38595;7261;31334;18.8
Neuchâtel;17.06.2012 Initiative «Staatsverträge vors Volk!»;109967;39235;35.7;38409;6767;31642;17.6
Neuchâtel;17.06.2012 «Eigene vier Wände dank Bausparen»;109967;39372;35.8;38196;11617;26579;30.4
Neuchâtel;11.03.2012 Buchpreisbindung;109976;50278;45.7;47874;30141;17733;63.0
Neuchâtel;11.03.2012 Regelung der Geldspiele zugunsten gemeinnütziger Zwecke;109976;50065;45.5;47821;42664;5157;89.2
Neuchâtel;11.03.2012 6 Wochen Ferien für alle;109976;50575;46.0;49899;20354;29545;40.8
Neuchâtel;11.03.2012 Für ein steuerlich begünstigtes Bausparen;109976;50270;45.7;47663;21945;25718;46.0
Neuchâtel;11.03.2012 Schluss mit uferlosem Bau von Zweitwohnungen!;109976;50443;45.9;49415;27343;22072;55.3
Neuchâtel;13.02.2011 Waffeninitiative;109519;51466;47.0;51044;27176;23868;53.2
Neuchâtel;28.11.2010 Steuergerechtigkeits-Initiative;109628;51983;47.4;50323;28658;21665;56.9
Neuchâtel;28.11.2010 Gegenentwurf zur Ausschaffungsinitiative;109628;52413;47.8;52163;23543;26628;46.9
Neuchâtel;28.11.2010 Ausschaffungsinitiative;109628;52413;47.8;52163;22536;28715;44.0
Neuchâtel;26.09.2010 Revision des Arbeitslosenversicherungsgesetzes;109614;43128;39.3;42772;13773;28999;32.2
Neuchâtel;07.03.2010 Berufliche Vorsorge: Anpassung des Mindestumwandlungssatzes;109068;54406;49.9;53551;9851;43700;18.4
Neuchâtel;07.03.2010 Tierschutzanwalt-Initiative;109068;54239;49.7;53395;11973;41422;22.4
Neuchâtel;07.03.2010 Forschung am Menschen;109068;54125;49.6;51772;42681;9091;82.4
Neuchâtel;29.11.2009 Verbot von Minaretten;108652;58576;53.9;57667;28445;29222;49.3
Neuchâtel;29.11.2009 Verbot von Kriegsmaterial-Exporten;108652;58347;53.7;57229;21307;35922;37.2
Neuchâtel;29.11.2009 Spezialfinanzierung für Aufgaben im Luftverkehr;108652;57962;53.3;53483;32516;20967;60.8
Neuchâtel;27.09.2009 Verzicht auf die Einführung der allgemeinen Volksinitiative;108326;44974;41.5;42005;28133;13872;67.0
Neuchâtel;27.09.2009 IV-Zusatzfinanzierung;108326;45608;42.1;45323;29048;16275;64.1
Neuchâtel;17.05.2009 Biometrische Pässe;107765;44985;41.7;43984;21647;22337;49.2
Neuchâtel;17.05.2009 Verfassungsartikel zur Komplementärmedizin;107765;45007;41.8;44324;32427;11897;73.2
Neuchâtel;08.02.2009 Personenfreizügigkeit Schweiz-EU;107643;59541;55.3;59059;40979;18080;69.4
Neuchâtel;30.11.2008 Betäubungsmittelgesetz;107621;49284;45.8;47588;30661;16927;64.4
Neuchâtel;30.11.2008 Hanfinitiative;107621;49218;45.7;47915;13658;34257;28.5
Neuchâtel;30.11.2008 Verbandsbeschwerderechts-Initiative;107621;49289;45.8;47719;11134;36585;23.3
Neuchâtel;30.11.2008 Initiative für ein flexibles AHV-Alter;107621;49507;46.0;48893;24456;24437;50.0
Neuchâtel;30.11.2008 Unverjährbarkeit pornografischer Straftaten an Kindern;107621;49384;45.9;48321;21654;26667;44.8
Neuchâtel;01.06.2008 Gesundheitsartikel;107268;51781;48.3;51030;8821;42209;17.3
Neuchâtel;01.06.2008 Initiative «gegen Behördenprogaganda»;107268;51707;48.2;50724;8211;42513;16.2
Neuchâtel;01.06.2008 Einbürgerungsinitiative;107268;51682;48.2;51196;9191;42005;18.0
Neuchâtel;24.02.2008 Unternehmenssteuerreform II;107160;50918;47.5;49863;20097;29766;40.3
Neuchâtel;24.02.2008 Initiative gegen Kampfjetlärm;107160;50936;47.5;49907;19712;30195;39.5
Neuchâtel;17.06.2007 5. IV-Revision;106858;50102;46.9;49278;24606;24672;49.9
Neuchâtel;11.03.2007 Einheitskrankenkasse;106795;61464;57.6;60644;31135;29509;51.3
Neuchâtel;26.11.2006 Familienzulagen;106721;52530;49.2;52025;39151;12874;75.3
Neuchâtel;26.11.2006 Ostzusammenarbeit;106721;52538;49.2;51721;30405;21316;58.8
Neuchâtel;24.09.2006 Asylgesetz;106702;55741;52.2;55070;29144;25926;52.9
Neuchâtel;24.09.2006 Ausländergesetz;106702;55719;52.2;55091;29083;26008;52.8
Neuchâtel;24.09.2006 KOSA-Initiative;106702;55706;52.2;54460;22745;31715;41.8
Neuchâtel;21.05.2006 Bildungsartikel;106493;36592;34.4;36178;33485;2693;92.6
Neuchâtel;27.11.2005 Sonntagsarbeit;106076;53631;50.6;53013;24854;28159;46.9
Neuchâtel;27.11.2005 Gentechfrei-Initiative;106076;53601;50.5;52952;34585;18367;65.3
Neuchâtel;25.09.2005 Ausdehnung der Personenfreizügigkeit;106131;64008;60.3;63360;41286;22074;65.2
Neuchâtel;05.06.2005 Partnerschaftsgesetz;105852;63706;60.2;62604;35931;26673;57.4
Neuchâtel;05.06.2005 Abkommen zu Schengen und Dublin;105852;63726;60.2;63004;44697;18307;70.9
Neuchâtel;28.11.2004 Stammzellenforschungsgesetz;105705;44233;41.8;43274;32472;10802;75.0
Neuchâtel;28.11.2004 Neue Finanzordnung;105705;44104;41.7;42190;29660;12530;70.3
Neuchâtel;28.11.2004 Neugestaltung Finanzausgleich;105705;44128;41.7;42702;26580;16122;62.2
Neuchâtel;26.09.2004 Erwerbsersatz für Dienstleistende und bei Mutterschaft;105640;60893;57.6;60340;45048;15292;74.7
Neuchâtel;26.09.2004 Postdienst für alle;105640;60791;57.5;59037;37088;21949;62.8
Neuchâtel;26.09.2004 Bürgerrechtserwerb für die dritte Generation;105640;60894;57.6;60427;43152;17275;71.4
Neuchâtel;26.09.2004 Erleichterte Einbürgerung von Jugendlichen der zweiten Generation;105640;60870;57.6;60316;39083;21233;64.8
Neuchâtel;16.05.2004 Steuerpaket;105312;60476;57.4;59915;17073;42842;28.5
Neuchâtel;16.05.2004 Anhebung der Mehrwertsteuer für AHV/IV;105312;60572;57.5;60036;17834;42202;29.7
Neuchâtel;16.05.2004 11. AHV-Revision;105312;60511;57.5;60108;12604;47504;21.0
Neuchâtel;08.02.2004 Initiative zur Verwahrung gefährlicher Straftäter;105317;59340;56.3;57984;35027;22957;60.4
Neuchâtel;08.02.2004 Mietrecht;105317;59364;56.4;58211;12203;46008;21.0
Neuchâtel;08.02.2004 Gegenentwurf zur Avanti-Initiative;105317;59338;56.3;58377;22080;36297;37.8
Neuchâtel;18.05.2003 Lehrstelleninitiative;105048;58278;55.5;56489;24970;31519;44.2
Neuchâtel;18.05.2003 Moratorium Plus;105048;58213;55.4;56365;25798;30567;45.8
Neuchâtel;18.05.2003 Strom ohne Atom;105048;58307;55.5;57084;22841;34243;40.0
Neuchâtel;18.05.2003 Gleiche Rechte für Behinderte;105048;58304;55.5;56907;25503;31404;44.8
Neuchâtel;18.05.2003 Gesundheitsinitiative;105048;58406;55.6;57220;23214;34006;40.6
Neuchâtel;18.05.2003 Sonntagsinitiative;105048;58403;55.6;57809;19534;38275;33.8
Neuchâtel;18.05.2003 Ja zu fairen Mieten;105048;58323;55.5;56969;27502;29467;48.3
Neuchâtel;18.05.2003 Zivilschutz;105048;58285;55.5;56260;48408;7852;86.0
Neuchâtel;18.05.2003 Armee XXI;105048;58279;55.5;55940;45858;10082;82.0
Neuchâtel;09.02.2003 Kantonale Beiträge an Spitalbehandlungen;104635;40524;38.7;39734;31945;7789;80.4
Neuchâtel;09.02.2003 Änderung Volksrechte;104635;40437;38.6;39328;30347;8981;77.2
Neuchâtel;24.11.2002 Arbeitslosenversicherungsgesetz;104799;56349;53.8;55443;26371;29072;47.6
Neuchâtel;24.11.2002 Gegen Asylrechtsmissbrauch;104799;56444;53.9;55851;23784;32067;42.6
Neuchâtel;22.09.2002 Elektrizitätsmarktgesetz;104724;52795;50.4;51446;19352;32094;37.6
Neuchâtel;22.09.2002 Gold für AHV, Kantone und Stiftung;104724;52934;50.5;52694;27446;23539;53.8
Neuchâtel;22.09.2002 Goldinitiative;104724;52934;50.5;52694;22060;29157;43.1
Neuchâtel;02.06.2002 Für Mutter und Kind;104645;54967;52.5;54120;7529;46591;13.9
Neuchâtel;02.06.2002 Fristenregelung;104645;55131;52.7;54388;46437;7951;85.4
Neuchâtel;03.03.2002 Kürzere Arbeitszeit;104456;68879;65.9;67896;25932;41964;38.2
Neuchâtel;03.03.2002 UNO-Beitritt;104456;68738;65.8;67868;44272;23596;65.2
Neuchâtel;02.12.2001 Kapitalgewinnsteuer;104496;50302;48.1;49442;20512;28930;41.5
Neuchâtel;02.12.2001 Ziviler Friedensdienst;104496;50248;48.1;49165;16800;32365;34.2
Neuchâtel;02.12.2001 Schweiz ohne Armee;104496;50295;48.1;49556;15432;34124;31.1
Neuchâtel;02.12.2001 Energie statt Arbeit besteuern;104496;50232;48.1;49140;10608;38532;21.6
Neuchâtel;02.12.2001 Schuldenbremse;104496;50276;48.1;49161;39490;9671;80.3
Neuchâtel;10.06.2001 Aufhebung Bistumsartikel;104535;51365;49.1;47462;29199;18263;61.5
Neuchâtel;10.06.2001 Militärgesetz: Ausbildungszusammenarbeit;104535;51654;49.4;50189;26042;24147;51.9
Neuchâtel;10.06.2001 Militärgesetz: Bewaffnung;104535;51654;49.4;50418;25437;24981;50.5
Neuchâtel;04.03.2001 Strassen für alle;104410;72172;69.1;71737;13036;58701;18.2
Neuchâtel;04.03.2001 Arzneimittel-Initiative;104410;72122;69.1;71230;18149;53081;25.5
Neuchâtel;04.03.2001 Ja zu Europa!;104410;72188;69.1;71047;31412;39635;44.2
Neuchâtel;26.11.2000 Bundespersonalgesetz;104241;40052;38.4;38147;19152;18995;50.2
Neuchâtel;26.11.2000 Spitalkosteninitiative;104241;40160;38.5;39416;7534;31882;19.1
Neuchâtel;26.11.2000 Umverteilungsinitiative;104241;40098;38.5;39468;21434;18034;54.3
Neuchâtel;26.11.2000 Rentenalter ab 62 für Frau und Mann;104241;40132;38.5;39699;25918;13781;65.3
Neuchâtel;26.11.2000 Flexibilisierung der AHV;104241;40091;38.5;39497;23853;15644;60.4
Neuchâtel;24.09.2000 Konstruktives Referendum;104413;43035;41.2;39656;16293;23363;41.1
Neuchâtel;24.09.2000 Regelung der Zuwanderung;104413;42995;41.2;42466;10853;31613;25.6
Neuchâtel;24.09.2000 Umweltabgabe;104413;42908;41.1;41072;14003;27069;34.1
Neuchâtel;24.09.2000 Förderabgabe;104413;43143;41.3;42044;16542;24122;40.7
Neuchâtel;24.09.2000 Solarinitiative;104413;43143;41.3;42044;12553;28625;30.5
Neuchâtel;21.05.2000 Bilaterale Abkommen mit der EU;104572;54593;52.2;53922;42805;11117;79.4
Neuchâtel;12.03.2000 Verkehrshalbierungs-Initiative;104770;37060;35.4;36570;6456;30114;17.7
Neuchâtel;12.03.2000 Menschenwürdige Fortpflanzung;104770;37043;35.4;35982;7166;28816;19.9
Neuchâtel;12.03.2000 Quoten-Initiative;104770;37056;35.4;36226;9088;27138;25.1
Neuchâtel;12.03.2000 Beschleunigungs-Initiative;104770;37060;35.4;35587;11552;24035;32.5
Neuchâtel;12.03.2000 Justizreform;104770;37048;35.4;34741;29748;4993;85.6
Neuchâtel;13.06.1999 Mutterschaftsversicherung;104828;41690;39.8;41259;25927;15332;62.8
Neuchâtel;13.06.1999 Invalidenversicherung;104828;41660;39.7;39706;12210;27496;30.8
Neuchâtel;13.06.1999 Verschreibung von Heroin;104828;41575;39.7;40198;16873;23325;42.0
Neuchâtel;13.06.1999 Massnahmen Asyl- und Ausländerbereich;104828;41665;39.7;39489;21308;18181;54.0
Neuchâtel;13.06.1999 Asylgesetz;104828;41657;39.7;39646;21927;17719;55.3
Neuchâtel;18.04.1999 Neue Bundesverfassung;104725;25971;24.8;25465;17907;7558;70.3
Neuchâtel;07.02.1999 Raumplanungsgesetz;104716;27538;26.3;26136;15010;11126;57.4
Neuchâtel;07.02.1999 Wohneigentums-Initiative;104716;27524;26.3;27167;9511;17656;35.0
Neuchâtel;07.02.1999 Transplantationsmedizin;104716;27537;26.3;26684;23580;3104;88.4
Neuchâtel;07.02.1999 Wählbarkeit in den Bundesrat;104716;27533;26.3;26551;16760;9791;63.1
Neuchâtel;29.11.1998 Arbeitsgesetz;104805;31727;30.3;30259;14618;15641;48.3
Neuchâtel;29.11.1998 Vernünftige Drogenpolitik;104805;31773;30.3;31252;4667;26585;14.9
Neuchâtel;29.11.1998 Getreideartikel;104805;31748;30.3;28748;21308;7440;74.1
Neuchâtel;29.11.1998 Finanzierung öffentlicher Verkehr (FinöV);104805;31717;30.3;30978;18115;12863;58.5
Neuchâtel;27.09.1998 10. AHV-Revision ohne Erhöhung Rentenalter;104690;49366;47.2;48353;27872;20481;57.6
Neuchâtel;27.09.1998 Kleinbauern-Initiative;104690;49393;47.2;48638;6685;41953;13.7
Neuchâtel;27.09.1998 Leistungsabhängige Schwerverkehrsabgabe (LSVA);104690;49408;47.2;48492;23478;25014;48.4
Neuchâtel;07.06.1998 S.o.S.-Initiative;104711;37177;35.5;35871;8450;27421;23.6
Neuchâtel;07.06.1998 Gen-Schutz-Initiative;104711;37222;35.5;36508;7723;28785;21.2
Neuchâtel;07.06.1998 Haushaltsziel 2001;104711;37167;35.5;35470;18941;16529;53.4
Neuchâtel;28.09.1997 Jugend ohne Drogen;104599;39009;37.3;38514;10676;27838;27.7
Neuchâtel;28.09.1997 Finanzierung der Arbeitslosenversicherung;104599;38998;37.3;38367;9431;28936;24.6
Neuchâtel;08.06.1997 Aufhebung Pulverregal;104557;24981;23.9;22704;16395;6309;72.2
Neuchâtel;08.06.1997 Kriegsmaterial-Initiative;104557;25005;23.9;24568;6682;17886;27.2
Neuchâtel;08.06.1997 EU-Beitrittsverhandlungen vors Volk;104557;25003;23.9;24485;5783;18702;23.6
Neuchâtel;01.12.1996 Arbeitsgesetz;104600;46769;44.7;46330;10182;36148;22.0
Neuchâtel;01.12.1996 Gegen die illegale Einwanderung;104600;46762;44.7;45973;16525;29448;35.9
Neuchâtel;09.06.1996 Regierungs- und Verwaltungsorganisationsgesetz;104383;24748;23.7;23656;13243;10413;56.0
Neuchâtel;09.06.1996 Landwirtschaftsartikel;104383;24750;23.7;23523;17988;5535;76.5
Neuchâtel;10.03.1996 Aufhebung Beiträge an Bahnhofparkplätze;104238;24392;23.4;23141;10403;12738;45.0
Neuchâtel;10.03.1996 Übernahme von Branntwein und Brennapparaten;104238;24399;23.4;22509;17832;4677;79.2
Neuchâtel;10.03.1996 Persönliche militärische Ausrüstung;104238;24395;23.4;23172;7306;15866;31.5
Neuchâtel;10.03.1996 Übertritt Vellerat zum Kanton Jura;104238;24338;23.3;23288;21249;2039;91.2
Neuchâtel;10.03.1996 Sprachenartikel;104238;24400;23.4;23184;19102;4082;82.4
Neuchâtel;25.06.1995 Erwerb von Grundstücken durch Ausländer;104287;42325;40.6;40307;21131;19176;52.4
Neuchâtel;25.06.1995 Ausbau von AHV und IV;104287;42302;40.6;40796;14435;26361;35.4
Neuchâtel;25.06.1995 10. AHV-Revision;104287;42335;40.6;41464;20503;20961;49.4
Neuchâtel;12.03.1995 Ausgabenbremse;104031;29679;28.5;28221;22354;5867;79.2
Neuchâtel;12.03.1995 Landwirtschaftsgesetz;104031;29706;28.6;28464;12078;16386;42.4
Neuchâtel;12.03.1995 Milchwirtschaftsbeschluss;104031;29705;28.6;28465;12376;16089;43.5
Neuchâtel;12.03.1995 Landwirtschaftsartikel;104031;29764;28.6;28734;17513;11221;60.9
Neuchâtel;04.12.1994 Zwangsmassnahmen im Ausländerrecht;104032;40291;38.7;39126;23723;15403;60.6
